ID,URL,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Code,Tempo estrazione Legal Form,Tempo estrazione Status,Tempo estrazione Reg. Date,Tempo estrazione Capital,Tempo estrazione Address,Tempo estrazione Del. Date,Tempo estrazione dati Rapp.,Tempo estrazione Partners,Tempo estrazione Activity
76,https://ariregister.rik.ee/eng/company/11278508/osaühing-Amrita-Salong?search_id=16a1817&pos=76,,,,,,,,,186764500,0,0,996300,0,0,0,0,0,0,0,0
77,https://ariregister.rik.ee/eng/company/11471961/Osaühing-AMUN?search_id=16a1817&pos=77,,,,,,,,,82416900,0,0,0,0,0,0,0,0,0,0,0
78,https://ariregister.rik.ee/eng/company/11795528/Andrei-Maspanov?search_id=16a1817&pos=78,,,,,,,,,137706800,0,0,0,0,0,0,0,0,1000900,0,0
79,https://ariregister.rik.ee/eng/company/16535269/Anitiw-Space-OÜ?search_id=16a1817&pos=79,,,,,,,,,176615200,0,0,0,0,0,0,0,959100,0,0,0
80,https://ariregister.rik.ee/eng/company/14064647/Annika-Raim-Consultancy-OÜ?search_id=16a1817&pos=80,,,,,,,,,119702300,0,0,0,0,0,0,0,0,0,0,0
81,https://ariregister.rik.ee/eng/company/10860985/ANSA-SPARI-KAUBANDUSE-OÜ?search_id=16a1817&pos=81,,,,,,,,,79168900,0,0,0,0,0,0,0,0,0,0,0
82,https://ariregister.rik.ee/eng/company/16445804/Anspar-OÜ?search_id=16a1817&pos=82,,,,,,,,,187366200,987500,0,0,0,0,0,0,0,0,0,0
83,https://ariregister.rik.ee/eng/company/10343273/Antuk-NLP-osaühing?search_id=16a1817&pos=83,,,,,,,,,97644700,0,0,0,0,0,0,0,0,0,0,1001600
84,https://ariregister.rik.ee/eng/company/14242764/AP-Juhtimispartner-OÜ?search_id=16a1817&pos=84,,,,,,,,,162087600,0,0,0,0,0,0,0,0,0,0,0
85,https://ariregister.rik.ee/eng/company/10635834/OÜ-Aqua-Spas-Kaubandus?search_id=16a1817&pos=85,,,,,,,,,155910100,0,999800,0,0,0,0,0,0,0,0,0
86,https://ariregister.rik.ee/eng/company/11953810/Arameya-OÜ?search_id=16a1817&pos=86,,,,,,,,,145870200,0,997900,0,0,0,0,0,0,0,0,0
87,https://ariregister.rik.ee/eng/company/14640393/Araspa-OÜ?search_id=16a1817&pos=87,,,,,,,,,106918200,0,0,0,0,0,0,0,0,0,0,0
88,https://ariregister.rik.ee/eng/company/12412794/ArcticEvent-OÜ?search_id=16a1817&pos=88,,,,,,,,,112045700,994700,0,0,0,1006100,0,0,0,0,0,0
89,https://ariregister.rik.ee/eng/company/11026540/ARCTIC-SPA-EESTI-Osaühing?search_id=16a1817&pos=89,,,,,,,,,182432100,0,0,0,0,0,0,0,0,998500,0,0
90,https://ariregister.rik.ee/eng/company/14222135/Arctic-Spas-OÜ?search_id=16a1817&pos=90,,,,,,,,,146610100,992900,0,0,0,0,0,0,0,0,0,0
91,https://ariregister.rik.ee/eng/company/11032121/Arctic-Spas-OÜ?search_id=16a1817&pos=91,,,,,,,,,108570100,0,0,0,0,0,0,0,0,0,0,0
92,https://ariregister.rik.ee/eng/company/14334957/ArenaSpace-OÜ?search_id=16a1817&pos=92,,,,,,,,,53939800,0,0,0,0,0,0,0,0,0,0,0
93,https://ariregister.rik.ee/eng/company/16469029/Arenduspank-OÜ?search_id=16a1817&pos=93,,,,,,,,,57919300,0,0,0,0,0,0,0,0,0,0,0
94,https://ariregister.rik.ee/eng/company/10365613/Arenduspartner-Infosüsteemid-ja-Äriprotsessid-OÜ?search_id=16a1817&pos=94,,,,,,,,,58581900,0,0,0,0,0,0,0,0,0,0,0
95,https://ariregister.rik.ee/eng/company/80229461/mittetulundusühing-Arenduspartner?search_id=16a1817&pos=95,,,,,,,,,159340700,0,0,0,0,0,0,0,0,0,0,0
96,https://ariregister.rik.ee/eng/company/10942720/Arenduspartner-OÜ?search_id=16a1817&pos=96,,,,,,,,,80202400,0,0,0,0,0,0,0,0,0,0,0
97,https://ariregister.rik.ee/eng/company/14038182/Arenduspartner-OÜ?search_id=16a1817&pos=97,,,,,,,,,73293000,0,0,0,0,0,0,0,0,0,0,0
98,https://ariregister.rik.ee/eng/company/12960128/Armeslow-OÜ?search_id=16a1817&pos=98,,,,,,,,,107788300,1000000,0,0,0,0,0,0,0,0,0,0
99,https://ariregister.rik.ee/eng/company/16318767/ArtCollectingSpace-OÜ?search_id=16a1817&pos=99,,,,,,,,,97023400,0,0,0,0,0,0,0,0,0,0,1002800
100,https://ariregister.rik.ee/eng/company/11291526/Artjom-Spasski?search_id=16a1817&pos=100,,,,,,,,,79537900,0,0,0,0,0,0,0,0,0,1000100,0
101,https://ariregister.rik.ee/eng/company/14183760/ART-SPACE-OÜ?search_id=16a1817&pos=101,,,,,,,,,80641600,0,0,0,0,0,0,1000300,0,0,0,0
102,https://ariregister.rik.ee/eng/company/16205655/Art-Sparrow-OÜ?search_id=16a1817&pos=102,,,,,,,,,82478900,0,999800,0,0,0,0,0,0,0,0,0
103,https://ariregister.rik.ee/eng/company/12683337/ARUBAUM-TRANS-OÜ?search_id=16a1817&pos=103,,,,,,,,,73236100,0,0,1000200,0,0,0,0,0,0,0,0
104,https://ariregister.rik.ee/eng/company/12558635/ArvestusPartner-OÜ?search_id=16a1817&pos=104,,,,,,,,,90666500,0,0,0,0,0,0,0,0,0,0,0
105,https://ariregister.rik.ee/eng/company/10083300/OÜ-Asa-Spa?search_id=16a1817&pos=105,,,,,,,,,92991600,0,0,0,0,0,0,0,0,0,988200,0
106,https://ariregister.rik.ee/eng/company/14176300/Aseri-Tööstuspark-OÜ?search_id=16a1817&pos=106,,,,,,,,,64230900,1001000,0,0,0,0,0,0,0,0,0,0
107,https://ariregister.rik.ee/eng/company/project/9000344586?search_id=16a1817&pos=107,,,,,,,,,68761500,0,0,0,0,0,999200,0,0,0,0,0
108,https://ariregister.rik.ee/eng/company/14588586/ASPACE-OÜ?search_id=16a1817&pos=108,,,,,,,,,61413900,0,0,0,0,0,0,0,1000400,0,0,0
109,https://ariregister.rik.ee/eng/company/10212909/aktsiaselts-ASPA-HULGI?search_id=16a1817&pos=109,,,,,,,,,84162400,0,0,0,0,0,0,0,0,0,0,0
