Company ID,Category,Hash
597,Semiconductors,7893943476131326539
597,TechHardware,1748841266191066881
599,SupermarketChains,-5036390465895693944
599,Retail,8659073855545147165
600,Electronics,-2937793794179883072
600,Manufacturing,918788116521242338
601,Financialservices,996514602531674170
601,Investment,5327786409141802125
601,Insurance,7000230057071041224
602,Construction,-1387856498777628021
603,Multilevelmarketing,-8348490376836165508
603,Dietarysupplements,1656574524945154313
604,Transportation,3140530495907979414
605,Internet,9213653917245580410
605,ECommerce,-6817648621524646992
605,Tech,2373442895034963753
606,Professionalservices,2898755620386977973
607,Construction,-1387856498777628021
608,Food,-1791250089609384727
609,Biotech,-5477649158227911950
609,Pharmaceuticals,8926960006196816921
610,Networkinghardware,-3489790265185160176
610,Telecommunicationsequipment,-7218120107949221687
610,Tech,2373442895034963753
610,TechHardware,1748841266191066881
612,Steelproducers,8081884644680932068
612,Steelindustry,4200822821996594004
